rank,generation,individual_id,threshold,max_edges_per_node,top_k,fitness,ndcg,map,mrr,answer_cosine_similarity,avg_retrieval_time_ms,total_nodes,total_edges,total_communities,chromosome,source_file,run,sheet
72,3,g2_i9,0.3,10,14,0.5489,0.5489,0.4432,0.4985,0,137.98,1616,13917,13,"[0, 7, 9]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
73,2,g1_i6,0.7,9,5,0.5469,0.5469,0.5011,0.5056,0,136.06,1616,12553,13,"[4, 6, 0]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
74,3,g2_i10,0.7,9,5,0.5469,0.5469,0.5011,0.5056,0,136.06,1616,12553,13,"[4, 6, 0]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
75,1,g0_i6,0.9,5,7,0.5465,0.5465,0.4733,0.4952,0,122.83,1616,5888,22,"[6, 2, 2]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
76,1,g0_i7,0.9,5,7,0.5465,0.5465,0.4733,0.4952,0,122.83,1616,5888,22,"[6, 2, 2]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
77,1,g0_i8,0.5,5,13,0.5435,0.5435,0.4385,0.4632,0,129.42,1616,8244,17,"[2, 2, 8]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
78,2,g1_i7,0.5,5,13,0.5435,0.5435,0.4385,0.4632,0,129.42,1616,8244,17,"[2, 2, 8]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
79,1,g0_i9,0.6,3,8,0.5432,0.5432,0.4619,0.4877,0,117.34,1616,6119,19,"[3, 0, 3]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
80,6,g5_i10,0.6,5,12,0.5415,0.5415,0.4392,0.4738,0,133.12,1616,8227,16,"[3, 2, 7]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
81,5,g4_i10,0.4,10,8,0.5396,0.5396,0.4692,0.4844,0,137.85,1616,13917,13,"[1, 7, 3]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
82,2,g1_i8,0.3,5,10,0.5394,0.5394,0.4532,0.4631,0,131.6,1616,8244,17,"[0, 2, 5]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
83,4,g3_i10,0.3,5,9,0.537,0.537,0.4585,0.475,0,131.33,1616,8244,17,"[0, 2, 4]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
84,1,g0_i10,0.8,3,11,0.5351,0.5351,0.4391,0.4843,0,123.28,1616,5992,19,"[5, 0, 6]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
85,6,g5_i11,0.6,5,8,0.5319,0.5319,0.4638,0.4779,0,133.18,1616,8227,16,"[3, 2, 3]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
86,8,g7_i8,0.6,5,8,0.5319,0.5319,0.4638,0.4779,0,133.18,1616,8227,16,"[3, 2, 3]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
87,3,g2_i11,0.8,9,7,0.5253,0.5253,0.4604,0.4728,0,140.13,1616,11684,15,"[5, 6, 2]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
88,8,g7_i9,0.8,4,12,0.5253,0.5253,0.4262,0.4452,0,120.39,1616,6927,17,"[5, 1, 7]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
89,5,g4_i11,0.3,10,6,0.5223,0.5223,0.464,0.4703,0,140.97,1616,13917,13,"[0, 7, 1]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
90,1,g0_i11,0.9,4,15,0.5209,0.5209,0.4137,0.4619,0,113.37,1616,5474,20,"[6, 1, 10]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
91,8,g7_i10,0.3,10,7,0.5197,0.5197,0.4588,0.4682,0,136.88,1616,13917,13,"[0, 7, 2]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
92,2,g1_i9,0.7,10,5,0.5188,0.5188,0.4745,0.485,0,139.39,1616,13668,13,"[4, 7, 0]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
93,8,g7_i11,0.8,4,10,0.5117,0.5117,0.4244,0.434,0,120.33,1616,6927,17,"[5, 1, 5]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
94,2,g1_i10,0.6,4,5,0.5077,0.5077,0.4602,0.4693,0,120.88,1616,7174,17,"[3, 1, 0]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
95,4,g3_i11,0.6,4,5,0.5077,0.5077,0.4602,0.4693,0,120.88,1616,7174,17,"[3, 1, 0]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
96,2,g1_i11,0.9,4,7,0.4988,0.4988,0.4374,0.4524,0,112.46,1616,5474,20,"[6, 1, 2]",ndcg.xlsx,ndcg,7896494d-2dba-4848-be5f-a5418a1
